CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50005480,HUDSON MALONE,MANHATTAN,218,E 53RD ST,10022.0,2123556607,American,2016-04-14,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,2016-04-14,2018-11-12,Cycle Inspection / Initial Inspection
50007039,FIVE MILE STONE,MANHATTAN,1640,2ND AVE,10028.0,2129330913,American,2017-07-28,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2017-07-28,2018-11-12,Cycle Inspection / Initial Inspection
50007093,PHILIPPE NYC I,MANHATTAN,33,E 60TH ST,10022.0,2128715603,American,2015-05-01,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,7.0,A,2015-05-01,2018-11-12,Cycle Inspection / Re-inspection
50007581,AIG 31ST FLOOR CAFE,MANHATTAN,175,WATER ST,10038.0,2127708303,American,2015-12-11,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,12.0,A,2015-12-11,2018-11-12,Cycle Inspection / Initial Inspection
50011368,Burger Heights,MANHATTAN,177,WADSWORTH AVE,10033.0,2122035613,American,2015-11-23,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2015-11-23,2018-11-12,Cycle Inspection / Initial Inspection
50012218,DUNKIN' DONUTS,MANHATTAN,90,BROAD ST,10004.0,2124227991,American,2018-09-28,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,A,2018-09-28,2018-11-12,Cycle Inspection / Initial Inspection
50012615,PARK HYATT NEW YORK,MANHATTAN,153,W 57TH ST,10019.0,6467741234,American,2018-10-03,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7.0,A,2018-10-03,2018-11-12,Cycle Inspection / Initial Inspection
50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,2015-06-16,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13.0,A,2015-06-16,2018-11-12,Cycle Inspection / Initial Inspection
50017430,Courtyard by Marriott Manhattan Chelsea,MANHATTAN,135,W 30TH ST,10001.0,2129676000,American,2018-09-10,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,A,2018-09-10,2018-11-12,Cycle Inspection / Initial Inspection
50018079,ESPACE,MANHATTAN,635,W 42ND ST,10036.0,2129677003,American,2016-11-04,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11.0,A,2016-11-04,2018-11-12,Cycle Inspection / Initial Inspection
50018621,VILLAGE DEN RESTAURANT,MANHATTAN,225,W 12TH ST,10011.0,2126910303,American,2016-02-16,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,2016-02-16,2018-11-12,Cycle Inspection / Initial Inspection
50018895,JUNIPER,MANHATTAN,237,W 35TH ST,10001.0,2129672511,American,2018-02-21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,2018-02-21,2018-11-12,Cycle Inspection / Initial Inspection
50032827,THE RIBBON,MANHATTAN,20,W 72ND ST,10023.0,2127875656,American,2018-10-04,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,6.0,A,2018-10-04,2018-11-12,Cycle Inspection / Re-inspection
50033434,WING BISTRO,MANHATTAN,1109,1ST AVE,10065.0,9174751153,American,2015-12-02,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2017-11-01,2018-11-12,Cycle Inspection / Initial Inspection
50033694,VIRGINIA'S,MANHATTAN,647,E 11TH ST,10009.0,2126580182,American,2018-04-10,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,2018-04-10,2018-11-12,Cycle Inspection / Re-inspection
50033791,BENSON'S NYC,MANHATTAN,181,ESSEX ST,10002.0,6467915765,American,2018-07-23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,2018-07-23,2018-11-12,Cycle Inspection / Initial Inspection
50034065,CLOCKTOWER,MANHATTAN,5,MADISON AVENUE,10010.0,2124134300,American,2016-09-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2016-09-14,2018-11-12,Cycle Inspection / Initial Inspection
50034275,D.B.A.,MANHATTAN,41,1ST AVE,10003.0,2124755097,American,2017-02-27,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A,2017-02-27,2018-11-12,Cycle Inspection / Initial Inspection
50035766,SMASHBURGER,MANHATTAN,10,W 33RD ST,10001.0,6466926445,American,2018-05-25,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,A,2018-05-25,2018-11-12,Cycle Inspection / Initial Inspection
50035787,KINOKUNIYA CAFE ZAIYA,MANHATTAN,1073,AVENUE OF THE AMERICAS,10018.0,2127646785,American,2017-07-19,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,19.0,A,2018-07-02,2018-11-12,Cycle Inspection / Initial Inspection
50037044,FUKU,MANHATTAN,163,1ST AVE,10003.0,2122290031,American,2016-12-02,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2016-12-02,2018-11-12,Cycle Inspection / Initial Inspection
50038684,HARLEM HOOKAH,MANHATTAN,387,LENOX AVE,10027.0,6469129905,American,2017-12-21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26.0,A,2018-03-01,2018-11-12,Cycle Inspection / Initial Inspection
50040374,INWOOD BAR AND GRILL,MANHATTAN,4892,BROADWAY,10034.0,6465290736,American,2018-02-28,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10.0,A,2018-02-28,2018-11-12,Cycle Inspection / Re-inspection
50041322,CRAVE FISH BAR,MANHATTAN,428,AMSTERDAM AVE,10024.0,6464942750,American,2017-06-29,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10.0,A,2017-06-29,2018-11-12,Cycle Inspection / Re-inspection
50041646,HIGHLINE CAFE,MANHATTAN,85,10TH AVE,10011.0,9089381559,American,2015-11-04,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20.0,A,2015-12-14,2018-11-12,Pre-permit (Operational) / Initial Inspection
50044340,WENDY'S,MANHATTAN,4,SOUTH ST,10004.0,7185240080,American,2018-04-13,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2017-03-28,2018-11-12,Cycle Inspection / Initial Inspection
50044612,Bar at the Garden,MANHATTAN,4,PENN PLZ,10121.0,2124656273,American,2018-05-29,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2018-05-29,2018-11-12,Cycle Inspection / Initial Inspection
50044619,GARDEN MARKET,MANHATTAN,4,PENN PLZ,10121.0,2124656273,American,2016-03-24,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5.0,A,2016-03-24,2018-11-12,Pre-permit (Operational) / Initial Inspection
50044902,HOGSHEAD TAVERN,MANHATTAN,126,HAMILTON PL,10031.0,2122341154,American,2016-06-07,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,14.0,A,2017-05-26,2018-11-12,Pre-permit (Operational) / Initial Inspection
50045112,GARDEN PUB,MANHATTAN,4,PENN PLZ,10121.0,2124656302,American,2018-05-29,No violations were recorded at the time of this inspection.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Applicable,0.0,A,2018-05-29,2018-11-12,Cycle Inspection / Initial Inspection
50045771,ASCENT LOUNGE,MANHATTAN,10,COLUMBUS CIR,10019.0,2128239770,American,2016-11-02,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,A,2016-11-02,2018-11-12,Pre-permit (Operational) / Initial Inspection
50046719,CITI HOSPITALITY,MANHATTAN,388,GREENWICH ST,10013.0,__________,American,2016-05-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2016-05-16,2018-11-12,Pre-permit (Operational) / Initial Inspection
50046981,The Wilson,MANHATTAN,132,W 27TH ST,10001.0,9174095171,American,2017-08-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,33.0,A,2018-06-26,2018-11-12,Cycle Inspection / Initial Inspection
50047529,GLEASON'S TAVERN,MANHATTAN,206,W 41ST ST,10036.0,2123022167,American,2018-04-19,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13.0,A,2018-04-19,2018-11-12,Cycle Inspection / Initial Inspection
50048244,LOTTE NEW YORK PALACE -4th floor kitchen,MANHATTAN,455,MADISON AVE,10022.0,6463156897,American,2016-10-19,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2016-10-19,2018-11-12,Pre-permit (Operational) / Initial Inspection
50048348,SIDE PARK CAFE,MANHATTAN,1230,5TH AVE,10029.0,2126607150,American,2018-07-28,No violations were recorded at the time of this inspection.,04A,Food Protection Certificate not held by supervisor of food operations.,Not Applicable,0.0,A,2018-08-24,2018-11-12,Inter-Agency Task Force / Initial Inspection
50048588,THE BEATRICE INN,MANHATTAN,285,W 12TH ST,10014.0,9177499537,American,2016-05-11,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24.0,A,2017-07-18,2018-11-12,Pre-permit (Operational) / Initial Inspection
50048795,MEZZE CAFE AND BAR,MANHATTAN,210,E 41ST ST,10017.0,2129220991,American,2016-06-28,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,17.0,B,2016-06-28,2018-11-12,Pre-permit (Operational) / Re-inspection
50048856,THREE CORNERS CAFE,MANHATTAN,599,LEXINGTON AVE,10022.0,2125494222,American,2017-09-12,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2017-09-12,2018-11-12,Cycle Inspection / Initial Inspection
50049010,FLIK INTERNATIONAL,MANHATTAN,9,W 57TH ST,10019.0,5163563617,American,2017-12-07,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,9.0,A,2017-12-07,2018-11-12,Cycle Inspection / Initial Inspection
50049236,HAMILTON'S BAKERY,MANHATTAN,3570,BROADWAY,10031.0,9293751145,American,2016-07-01,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,8.0,A,2016-07-01,2018-11-12,Pre-permit (Operational) / Re-inspection
50050247,METROGRAPH,MANHATTAN,7,LUDLOW ST,10002.0,2126600312,American,2018-06-20,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,2018-06-20,2018-11-12,Cycle Inspection / Re-inspection
50052331,SPOON TABLE & BAR,MANHATTAN,40,E 33RD ST,10016.0,6462307000,American,2017-11-30,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10.0,A,2017-11-30,2018-11-12,Cycle Inspection / Initial Inspection
50054344,BROADSTONE BAR & KITCHEN,MANHATTAN,88,BROAD ST,10004.0,6467070426,American,2018-02-09,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,2018-02-09,2018-11-12,Cycle Inspection / Initial Inspection
50054435,NYLO NYC,MANHATTAN,2178,BROADWAY,10024.0,2126513319,American,2017-03-01,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10.0,A,2017-03-01,2018-11-12,Pre-permit (Operational) / Initial Inspection
50055210,"RESTAURANT ASSOCIATES, INC",MANHATTAN,1133,AVE OF AMERICAS,10036.0,2123362649,American,2018-01-12,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11.0,A,2018-01-12,2018-11-12,Cycle Inspection / Initial Inspection
50055552,IPIC THEATERS,MANHATTAN,11,FULTON ST,10038.0,2127768272,American,2017-08-29,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18.0,A,2017-10-12,2018-11-12,Cycle Inspection / Initial Inspection
50056063,POP & POUR,MANHATTAN,200,DYCKMAN ST,10040.0,6469983766,American,2017-06-20,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,3.0,A,2017-06-20,2018-11-12,Pre-permit (Operational) / Initial Inspection
50056067,HAROLD'S MEAT & THREE,MANHATTAN,231,HUDSON ST,10013.0,2123908484,American,2018-02-08,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11.0,A,2018-02-08,2018-11-12,Cycle Inspection / Initial Inspection
50056951,NEUBERGER BERMAN CAFE,MANHATTAN,1290,AVE AMERICAS,,3472666551,American,2018-03-23,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2018-03-23,2018-11-12,Cycle Inspection / Initial Inspection
50056993,CIVIC DELI,MANHATTAN,111,WORTH ST,10013.0,2126192721,American,2018-07-06,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,27.0,Z,2018-07-06,2018-11-12,Cycle Inspection / Re-inspection
50058751,CIRCLE LINE: BRONX,MANHATTAN,PIER 83,W 42ND ST @ HUDSON RIVER,10036.0,2126308889,American,2018-05-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11.0,A,2018-05-22,2018-11-12,Cycle Inspection / Initial Inspection
50058810,GRAND SLAM BANQUET HALL,MANHATTAN,3534,BROADWAY,10031.0,2129399777,American,2018-05-24,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10.0,A,2018-05-24,2018-11-12,Cycle Inspection / Initial Inspection
50059202,NICKEL AND DINER,MANHATTAN,199,CENTRE ST,10013.0,6468706100,American,2017-02-28,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,42.0,B,2017-11-03,2018-11-12,Pre-permit (Operational) / Initial Inspection
50059435,GARDEN GRILL & BAR,MANHATTAN,63,W 35TH ST,10001.0,2126091030,American,2017-03-16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,2017-03-16,2018-11-12,Pre-permit (Operational) / Initial Inspection
50059616,CONVENE,MANHATTAN,117,W 46TH ST,10036.0,6092036083,American,2018-02-02,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,4.0,A,2018-02-02,2018-11-12,Cycle Inspection / Initial Inspection
50059751,WATTLE CAFE,MANHATTAN,489,3RD AVE,10016.0,6469187042,American,2017-03-13,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,14.0,A,2017-10-20,2018-11-12,Pre-permit (Non-operational) / Initial Inspection
50059993,SEAMORE'S,MANHATTAN,161,8TH AVE,10011.0,2125979222,American,2018-04-30,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,2018-04-30,2018-11-12,Cycle Inspection / Initial Inspection
50060220,CAFE KABILA,MANHATTAN,250,W 39TH ST,10018.0,6463510988,American,2018-06-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2018-06-20,2018-11-12,Cycle Inspection / Initial Inspection
50060811,PASTA FLYER,MANHATTAN,510,6TH AVE,10011.0,6269911527,American,2018-02-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2018-02-20,2018-11-12,Pre-permit (Operational) / Initial Inspection
50060989,CAROL'S CAFE,MANHATTAN,217,E 51ST ST,10022.0,9173247453,American,2017-06-23,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2017-06-23,2018-11-12,Pre-permit (Operational) / Re-inspection
50061032,WHITE & CASE CAFE,MANHATTAN,1221,AVENUE OF THE AMERICAS,10036.0,6468852345,American,2018-09-10,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,2018-09-10,2018-11-12,Cycle Inspection / Initial Inspection
50061079,IHS MARKIT CAFE,MANHATTAN,450,W 33RD ST,10001.0,2122051200,American,2017-03-17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18.0,A,2017-10-20,2018-11-12,Pre-permit (Non-operational) / Initial Inspection
50063152,TSQ FOOD COURT,MANHATTAN,163,W 48TH ST,10036.0,2129330966,American,2018-06-29,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,42.0,C,2018-06-29,2018-11-12,Cycle Inspection / Re-inspection
50063170,MADE NICE,MANHATTAN,8,W 28TH ST,10001.0,2128811677,American,2017-09-14,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,39.0,A,2017-10-25,2018-11-12,Pre-permit (Operational) / Initial Inspection
50063625,UTOPIA RESTAURANT,MANHATTAN,267,AMSTERDAM AVE,10023.0,2128736233,American,2017-04-28,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2017-04-28,2018-11-12,Pre-permit (Operational) / Initial Inspection
50064551,THE CROWN,MANHATTAN,50,BOWERY,10013.0,6466308057,American,2018-09-12,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,2018-09-12,2018-11-12,Cycle Inspection / Initial Inspection
50066463,53RD GOURMET DELI,MANHATTAN,1301,AVE OF TH AMER,,2129746075,American,2018-06-13,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13.0,A,2018-06-13,2018-11-12,Cycle Inspection / Re-inspection
50067978,"WEIL, GOTSHAL, & MANGES",MANHATTAN,767,5TH AVE,10153.0,2128333947,American,2018-02-01,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,8.0,A,2018-02-01,2018-11-12,Pre-permit (Operational) / Re-inspection
50068194,JD'S PLACE - INSIDE LANDMARK AT 57 WEST,MANHATTAN,657,W 57TH ST,10019.0,6462331615,American,2017-08-30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,2018-04-03,2018-11-12,Pre-permit (Non-operational) / Initial Inspection
50069015,FRYGUYS,MANHATTAN,150,E 2ND ST,10009.0,9173197179,American,2017-09-06,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2018-04-17,2018-11-12,Pre-permit (Non-operational) / Initial Inspection
50069682,COOK EATERY,MANHATTAN,1412,BROADWAY,10018.0,2129977601,American,2018-06-04,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26.0,C,2018-02-13,2018-11-12,Cycle Inspection / Initial Inspection
50070060,BEAUTY BAR,MANHATTAN,231,E 14TH ST,10003.0,6462217980,American,2018-03-27,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2018-03-27,2018-11-12,Pre-permit (Operational) / Initial Inspection
50070352,THE CLUB,MANHATTAN,65,E 55TH ST,10022.0,3477743683,American,2018-04-19,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17.0,A,2018-07-11,2018-11-12,Pre-permit (Operational) / Initial Inspection
50071095,THE WING SOHO,MANHATTAN,52,MERCER ST,10013.0,9172616374,American,2017-12-13,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,42.0,A,2018-01-19,2018-11-12,Pre-permit (Operational) / Initial Inspection
50072395,ROCKWELL'S,MANHATTAN,105,BROAD ST,10004.0,2123633030,American,2018-01-18,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2018-01-18,2018-11-12,Pre-permit (Operational) / Initial Inspection
50072604,TENDER GREENS,MANHATTAN,900,BROADWAY,10003.0,2123397425,American,2018-04-25,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,30.0,A,2018-06-28,2018-11-12,Pre-permit (Operational) / Initial Inspection
50073375,PENTAGRAM DESIGN,MANHATTAN,250,PARK AVE S,10003.0,2126837000,American,2018-08-07,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,8.0,A,2018-08-07,2018-11-12,Pre-permit (Operational) / Initial Inspection
50074163,CONVENE,MANHATTAN,101,GREENWICH ST,10006.0,9175997414,American,2018-03-21,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,3.0,A,2018-03-21,2018-11-12,Pre-permit (Operational) / Initial Inspection
50075788,FLIGHT 151,MANHATTAN,151,8TH AVE,10011.0,2122291868,American,2018-07-23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24.0,B,2018-07-23,2018-11-12,Pre-permit (Operational) / Re-inspection
50076122,EAT CLUB INC,MANHATTAN,260,W 39TH ST,10018.0,7049969499,American,2018-07-31,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2018-07-31,2018-11-12,Cycle Inspection / Initial Inspection
50078374,THE GREENWICH SOCIAL,MANHATTAN,74,5TH AVE,10011.0,6466783921,American,2018-08-27,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48.0,A,2018-09-25,2018-11-12,Pre-permit (Operational) / Initial Inspection
50078582,VICTORIA'S SECRET / STARBUCKS,MANHATTAN,1740,BROADWAY,10019.0,2129048817,American,2018-08-30,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2018-08-30,2018-11-12,Pre-permit (Operational) / Re-inspection
50082098,BROOKLYN CHOP HOUSE,MANHATTAN,150,NASSAU ST,10038.0,2126191200,American,2018-11-01,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13.0,A,2018-11-01,2018-11-12,Pre-permit (Operational) / Re-inspection
50083579,SHAKE SHACK (INNOVATION KITCHEN),MANHATTAN,225,VARICK ST,10014.0,6465171542,American,2018-10-30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,2018-10-30,2018-11-12,Pre-permit (Operational) / Initial Inspection
